Individual ID	Gender	Population	SuperPop
HG04142	female	BEB	SAS
HG04144	female	BEB	SAS
HG04146	male	BEB	SAS
HG04147	female	BEB	SAS
HG04148	female	BEB	SAS
HG04149	male	BEB	SAS
HG04150	female	BEB	SAS
HG04151	female	BEB	SAS
HG04152	male	BEB	SAS
HG04153	female	BEB	SAS
HG04155	male	BEB	SAS
HG04156	female	BEB	SAS
HG04157	male	BEB	SAS
HG04158	male	BEB	SAS
HG04159	female	BEB	SAS
HG04160	male	BEB	SAS
HG04161	male	BEB	SAS
HG04162	female	BEB	SAS
HG04164	male	BEB	SAS
HG04171	female	BEB	SAS
HG04173	male	BEB	SAS
HG04174	female	BEB	SAS
HG04175	female	BEB	SAS
HG04176	male	BEB	SAS
HG04177	female	BEB	SAS
HG04180	female	BEB	SAS
HG04181	female	BEB	SAS
HG04182	male	BEB	SAS
HG04183	female	BEB	SAS
HG04184	female	BEB	SAS
HG04185	male	BEB	SAS
HG04186	female	BEB	SAS
HG04187	male	BEB	SAS
HG04188	male	BEB	SAS
HG04189	female	BEB	SAS
HG04191	male	BEB	SAS
HG04192	female	BEB	SAS
HG04193	male	BEB	SAS
HG04194	male	BEB	SAS
HG04195	female	BEB	SAS
HG04197	female	STU	SAS
HG04198	male	ITU	SAS
HG04199	male	STU	SAS
HG04200	female	ITU	SAS
HG04202	female	ITU	SAS
HG04204	male	STU	SAS
HG04206	male	ITU	SAS
HG04208	female	STU	SAS
HG04209	female	ITU	SAS
HG04210	male	STU	SAS
HG04211	male	ITU	SAS
HG04212	female	ITU	SAS
HG04214	female	ITU	SAS
HG04215	male	STU	SAS
HG04216	female	ITU	SAS
HG04217	female	ITU	SAS
HG04219	male	ITU	SAS
HG04222	male	ITU	SAS
HG04225	male	ITU	SAS
HG04227	female	STU	SAS
HG04228	male	STU	SAS
HG04229	male	STU	SAS
HG04235	male	ITU	SAS
HG04238	male	ITU	SAS
HG04239	male	ITU	SAS
NA20845	male	GIH	SAS
NA20846	male	GIH	SAS
NA20847	female	GIH	SAS
NA20849	female	GIH	SAS
NA20850	male	GIH	SAS
NA20851	female	GIH	SAS
NA20852	male	GIH	SAS
NA20853	female	GIH	SAS
NA20854	female	GIH	SAS
NA20856	female	GIH	SAS
NA20858	male	GIH	SAS
NA20859	female	GIH	SAS
NA20861	male	GIH	SAS
NA20862	female	GIH	SAS
NA20863	male	GIH	SAS
NA20864	male	GIH	SAS
NA20866	male	GIH	SAS
NA20867	male	GIH	SAS
NA20868	female	GIH	SAS
NA20869	female	GIH	SAS
NA20870	male	GIH	SAS
NA20872	female	GIH	SAS
NA20873	male	GIH	SAS
NA20874	female	GIH	SAS
NA20875	female	GIH	SAS
NA20876	female	GIH	SAS
NA20877	female	GIH	SAS
NA20878	female	GIH	SAS
NA20879	female	GIH	SAS
NA20881	female	GIH	SAS
NA20882	female	GIH	SAS
NA20883	male	GIH	SAS
NA20884	male	GIH	SAS
NA20885	male	GIH	SAS
NA20886	female	GIH	SAS
NA20887	male	GIH	SAS
NA20888	female	GIH	SAS
NA20889	male	GIH	SAS
NA20890	male	GIH	SAS
NA20891	male	GIH	SAS
NA20892	female	GIH	SAS
NA20894	female	GIH	SAS
NA20895	male	GIH	SAS
NA20896	female	GIH	SAS
NA20897	male	GIH	SAS
NA20899	female	GIH	SAS
NA20900	female	GIH	SAS
NA20901	male	GIH	SAS
NA20902	female	GIH	SAS
NA20903	male	GIH	SAS
NA20904	male	GIH	SAS
NA20905	male	GIH	SAS
NA20906	female	GIH	SAS
NA20907	female	GIH	SAS
NA20908	female	GIH	SAS
NA20909	male	GIH	SAS
NA20910	female	GIH	SAS
NA20911	male	GIH	SAS
NA21086	female	GIH	SAS
NA21087	male	GIH	SAS
NA21088	female	GIH	SAS
NA21089	female	GIH	SAS
NA21090	male	GIH	SAS
NA21091	male	GIH	SAS
NA21092	male	GIH	SAS
NA21093	male	GIH	SAS
NA21094	male	GIH	SAS
NA21095	male	GIH	SAS
NA21097	female	GIH	SAS
NA21098	male	GIH	SAS
NA21099	male	GIH	SAS
NA21100	male	GIH	SAS
NA21101	female	GIH	SAS
NA21102	female	GIH	SAS
NA21103	female	GIH	SAS
NA21104	male	GIH	SAS
NA21105	male	GIH	SAS
NA21106	female	GIH	SAS
NA21107	male	GIH	SAS
NA21108	female	GIH	SAS
NA21109	male	GIH	SAS
NA21110	female	GIH	SAS
NA21111	male	GIH	SAS
NA21112	male	GIH	SAS
NA21113	male	GIH	SAS
NA21114	male	GIH	SAS
NA21115	male	GIH	SAS
NA21116	male	GIH	SAS
NA21117	male	GIH	SAS
NA21118	male	GIH	SAS
NA21119	male	GIH	SAS
NA21120	female	GIH	SAS
NA21121	female	GIH	SAS
NA21122	female	GIH	SAS
NA21123	male	GIH	SAS
NA21124	male	GIH	SAS
NA21125	female	GIH	SAS
NA21126	male	GIH	SAS
NA21127	male	GIH	SAS
NA21128	male	GIH	SAS
NA21129	male	GIH	SAS
NA21130	male	GIH	SAS
NA21133	male	GIH	SAS
NA21134	male	GIH	SAS
NA21135	male	GIH	SAS
NA21137	female	GIH	SAS
NA21141	female	GIH	SAS
NA21142	female	GIH	SAS
NA21143	female	GIH	SAS
NA21144	female	GIH	SAS
